propertyCode,pullDateId,CancellationReason,CxlDate,Resv,RoomNights,RoomRev
USTX230301,920,WEATHER,2023-08-27,0,0,$0.00
USTX230301,920,4PM GUARANTEE,2023-08-28,0,0,$0.00
USTX230301,920,6PM GUARANTEE,2023-08-28,0,0,$0.00
USTX230301,920,CHANGE OF PLANS,2023-08-28,0,0,$0.00
USTX230301,920,DUPLICATE RESERVATION,2023-08-28,1,1,$74.00
USTX230301,920,FAMILY EMERGENCY,2023-08-28,0,0,$0.00
USTX230301,920,FLIGHT CANCELLATION,2023-08-28,0,0,$0.00
USTX230301,920,GROUP CANCELLATION,2023-08-28,0,0,$0.00
USTX230301,920,HOTEL FEATURES,2023-08-28,0,0,$0.00
USTX230301,920,NON - GTD,2023-08-28,0,0,$0.00
